summonerId,summonerName,queueType,leagueId,leaguePoints,tier,rank,wins,losses,veteran,inactive,freshBlood
s7dCiv46EMzKrW8ODjGFSffky1FGQUyGIsxlFVYLHG0Du4dF,Paow,RANKED_SOLO_5x5,4dd689be-f8d0-4bfc-9130-07dec542b51f,1,DIAMOND,IV,42,32,FALSE,FALSE,TRUE
YjjXaHDkCTWkF-u4hscrRUvlS9XPUfakJ0M_QqWsNAyYQ96W,Seraph of Aram,RANKED_SOLO_5x5,cc659b4f-c28a-433c-a94a-4f9c300967bd,58,DIAMOND,IV,92,72,FALSE,FALSE,FALSE
W6BMhAwt2xJ-Dt9nE5KAhkzI7Bi26fTKuPnwRiz6YIZJb7C1,A Random Duck,RANKED_SOLO_5x5,2d30df88-94f5-44e1-b793-52a2a58618dd,76,DIAMOND,IV,101,63,FALSE,FALSE,FALSE
0Yc6XpI1-lbiaL5RnM26gA-LMJLLCsr55dTZ7j3Coi2lyR_t,Apeachy,RANKED_SOLO_5x5,fd2efc37-32a0-4aea-a4c9-deccca34ae62,41,DIAMOND,IV,96,90,FALSE,FALSE,FALSE
AEqPTZmp5c85A7PR1O_tQcQDe7RXLqaCbL2OurQPXhc2GEVM,Grubalubs,RANKED_SOLO_5x5,df8035e3-d679-4404-a4c3-beb4eb39eeb0,0,DIAMOND,IV,28,18,FALSE,FALSE,FALSE
Pk25k0csh0RVqS5MXuj4v6-DPX-UtFIwUpGqVSp8GN0eH8QU,changgustar,RANKED_SOLO_5x5,cc659b4f-c28a-433c-a94a-4f9c300967bd,61,DIAMOND,IV,432,420,FALSE,FALSE,FALSE
4LCIzPrKtqDGc8Scn_qMBexyRG13Mgtbc7TloJKzsf_KnPW2,Beenzinoo,RANKED_SOLO_5x5,e0370492-bee6-427d-ba34-4f71540f589a,21,DIAMOND,IV,197,180,FALSE,FALSE,FALSE
Ez69xXGW1kAfQr2JDnA-4zSjcQAYuZMNPOttVrK7hK8qVW_S,Peej0n,RANKED_SOLO_5x5,14cde6f1-6ef9-4eb0-9507-8403a7862075,63,DIAMOND,IV,134,135,FALSE,FALSE,FALSE
0zQdGBd8XQgAe_IiVuiNPUd6Ndo4iiwvv063ghpSJO6LZUGQ,DukeKismet,RANKED_SOLO_5x5,c21a5e54-ff64-41f1-a6c0-b92ca15419ea,29,DIAMOND,IV,208,208,FALSE,FALSE,FALSE
CqR-sqV0vxVyMF0rgRaW3oFmZf_Z18ePTSAL9TTaxL48J6pQ,Ill do it alone,RANKED_SOLO_5x5,0ac5a2f6-9afd-4239-8a5c-220de881ac22,31,DIAMOND,IV,223,222,FALSE,FALSE,FALSE
3FcQBwGx-OXxJmokoOpa4rsLgrY-H7vJ3faY6pg0IwM8hjQI,top is so fun,RANKED_SOLO_5x5,84b59474-12fa-4c69-9dc5-6917a8c23d99,0,DIAMOND,IV,351,340,FALSE,FALSE,FALSE
caVFwaFRAdcAYQYD0P6SgOydL2rgOWjTAtkh0HBIse5zGhKD,nhu cach em cuoi,RANKED_SOLO_5x5,fd58ade8-cd88-43b6-9908-c6015f915d05,47,DIAMOND,IV,144,127,FALSE,FALSE,FALSE
c_g97TUr-6RNG4gBQOLuZeEAGEvHw_F1jiMBiazsXEl93PSO,Aimeeeeee1,RANKED_SOLO_5x5,ddfeee09-e19f-43b1-be9c-def11a448be5,1,DIAMOND,IV,97,108,FALSE,FALSE,FALSE
qqzPJUoWc0f9PwAiL1x57TUiA9lH9oUINemos_AJ_IG8xIbP,jk3y4e5h45wg4hej,RANKED_SOLO_5x5,bc78ce6e-519c-4438-9dc3-d8a788986cd2,0,DIAMOND,IV,62,36,FALSE,FALSE,FALSE
P08PM_NcLcAAs9C3RZgNpzIA_FBHH0Dc9RbN5b_NMc6QdJG6,Rexboy,RANKED_SOLO_5x5,41b88e6b-fec2-4f48-9e5d-ac69868f6a68,42,DIAMOND,IV,122,122,FALSE,FALSE,FALSE
IwdBnzKnpA-wlWqXdJNV1U9513LXgLACts_mvl8X-eZQiaRJ,Tháı Hąnh Nhi,RANKED_SOLO_5x5,fd2efc37-32a0-4aea-a4c9-deccca34ae62,64,DIAMOND,IV,54,44,FALSE,FALSE,FALSE
F7JA-IZOpf8oqHAoOEadSUZ2CqdaImMLuoyBRoVGgNPXJ8-9,TheLionEscanor9,RANKED_SOLO_5x5,5eab9051-4175-47e9-a77b-62ad3a6da7c7,63,DIAMOND,IV,105,113,FALSE,FALSE,FALSE
aXgnkiCzW-QbA_X5lMSHyWV1v5azdLPLirjHnRuBQ2kiIYa2,Gun and Cigar,RANKED_SOLO_5x5,19934ddb-e52e-4617-adcc-cccfb77de18c,0,DIAMOND,IV,68,80,FALSE,FALSE,FALSE
P0dVDVMN-8fc-5J4g8XhUFUS7eWvIW6HACvzvKQqvTD7uSVk,glsk,RANKED_SOLO_5x5,00360cc2-6679-41c8-ba0b-81b6f83f91d2,2,DIAMOND,IV,470,429,FALSE,FALSE,TRUE
p-vMcCW9cy-rwx9Ow95aotaKZ-1YIRbbfdYhcP9URClGuC6D,SNOOPPPY,RANKED_SOLO_5x5,00360cc2-6679-41c8-ba0b-81b6f83f91d2,38,DIAMOND,IV,107,120,FALSE,FALSE,FALSE
XCkBmxFdOi5Dcz0b7S1HEkdwwcngQssVNk5KI7a4Ttnb2btW,CôngChúa BùôiTo,RANKED_SOLO_5x5,0bf59472-ebf7-40e0-b755-28229374e419,34,DIAMOND,IV,201,170,FALSE,FALSE,FALSE
DAOgw2TULdw0ZgPKzNkFe8saMh1axvGT5BrzNZgMdOL6MK-X,just soo soo,RANKED_SOLO_5x5,db58ae33-e44b-4eca-9517-2a649fceec9f,36,DIAMOND,IV,99,90,FALSE,FALSE,FALSE
5PrzLYlYFOvrZTdsq9HrFQo2fAp418rG-jqe_j5rVILJfBD_,KalistaWhite,RANKED_SOLO_5x5,d2be10ea-bd97-4a3c-898e-77f693004cb2,25,DIAMOND,IV,143,144,FALSE,FALSE,FALSE
hL8ArIJD7DETcFfGTOiEF0dczoUQpBDme_HEYVOd4vh8WcQa,AAAstolfo,RANKED_SOLO_5x5,949a6a38-88b0-4f93-9e08-4f5648014284,8,DIAMOND,IV,106,94,FALSE,FALSE,FALSE
lh_J-ti2FTNXPpFtyh1cwDuqKblPkPoyboO6X6ML8O3k1h2b,Notz,RANKED_SOLO_5x5,e16ade23-e040-4003-9e00-c271feddeea7,17,DIAMOND,IV,158,152,FALSE,FALSE,FALSE
IThf9nkyMeguYq0_TWd8nPuYVhtSbmCdhqOARg9kcsn5PwHo,Baul,RANKED_SOLO_5x5,7d869cd2-3616-4151-9f09-9d18c34361ac,63,DIAMOND,IV,325,297,FALSE,FALSE,FALSE
cOq_Pi7mO5KBc7xb8iQQvT96JDn3rP4lynF32RF8ZEOGGFSv,MonstaKyle,RANKED_SOLO_5x5,9b7b98ea-d6bb-49f0-9022-990d592cb7a4,1,DIAMOND,IV,107,49,FALSE,FALSE,FALSE
uTLc_ghTmLP4uIlWWt2GcvIqHa5dENarEFPbMdw_gpekP1xr,darren sun,RANKED_SOLO_5x5,5eab9051-4175-47e9-a77b-62ad3a6da7c7,24,DIAMOND,IV,13,8,FALSE,FALSE,FALSE
GBwf_9HDJjy_qzSXsUVxizgVO9305nrVbt03P1Th0gtuJnOv,Atomic BIonde,RANKED_SOLO_5x5,6f326d59-f750-451c-9e2c-e5553aff7745,0,DIAMOND,IV,72,54,FALSE,FALSE,FALSE
5dlLa5fjFYBboVU_KehK01US1XqSq8ibkqOuvW3hC9unslQA,ƒlandre,RANKED_SOLO_5x5,ca2c0b26-447a-45b0-a5f6-b6eb2f3be95c,9,DIAMOND,IV,105,95,FALSE,FALSE,FALSE
BrTOfySTMRCcDXR11H3prKqPvh1z2MEq5UuI2OR4zkY91YYp,Shad0w Step,RANKED_SOLO_5x5,71f8e501-af62-46cd-8d13-4ed11451a217,46,DIAMOND,IV,406,381,FALSE,FALSE,FALSE
e3NPDYvYfJ_zHPLjvSQp7lna5XPOxDWUiG04bpPHG7oRQRgz,TooPsyched,RANKED_SOLO_5x5,d6f72eb5-8bc7-4917-838b-2afeed42f6d5,21,DIAMOND,IV,997,1003,FALSE,FALSE,TRUE
eaC38IgDriEVcGgjOjLAiP82cuRNVGGDlA8QU50i4bnB4nhB,CitymaneRaps2,RANKED_SOLO_5x5,66bbaa4c-86a7-4e82-acaf-523a3fe9090d,25,DIAMOND,IV,249,146,FALSE,FALSE,FALSE
kbyugHWHSQzSySonhZy_KL5eIEB7d0bR9iRpX_7U6gknjwVK,Bobby Tarantino,RANKED_SOLO_5x5,a1548b0e-6cd8-42a0-930c-2701a8f00d53,1,DIAMOND,IV,151,149,FALSE,FALSE,FALSE
qhyRCXNgtJZHq2jjWj3YFEIkiqYx3Bjn5ewU62rDJh049x2q,BFG Thrones,RANKED_SOLO_5x5,6eb9b51b-dda2-40ff-b0e9-ef40f39ad617,92,DIAMOND,IV,244,234,FALSE,FALSE,FALSE
umbA1amvE0oEzcclI6r_iyuee47wKSKUY9aMH-kMo8-v9jUH,GuaPiDuiZhang,RANKED_SOLO_5x5,d10b273f-4d57-4b61-8d8d-db2e8775d3e0,38,DIAMOND,IV,133,79,FALSE,FALSE,FALSE
s_frejUXZUDtuw1Qkab5x12BDm87DE065No8S6ZwzYSlZBGC,Beloveed,RANKED_SOLO_5x5,db58ae33-e44b-4eca-9517-2a649fceec9f,15,DIAMOND,IV,59,56,FALSE,FALSE,FALSE
hM_2Usyc9sa_nl5UeTFf90bCUn_TSaaFrxeaZ4qDeNHldDha,Bak Cho1,RANKED_SOLO_5x5,3ee1356d-3387-4bf9-a556-e3f6599586b9,86,DIAMOND,IV,70,65,FALSE,FALSE,FALSE
6kIIpsKaPnpA7kjZ1jPpdXG7fc8UpdwlA3KfzgfT63p1nDKn,1Kat2Dawg,RANKED_SOLO_5x5,4e7d20af-555b-4247-9bb7-323459276e89,0,DIAMOND,IV,89,57,FALSE,FALSE,FALSE
MV_o9AxcfApKzmvtAW1qreC0RyAbwj6eDisqBwgp2uRdvLFB,TheOptimisticJG,RANKED_SOLO_5x5,a66914d5-1fd5-496b-a883-b89f792e113d,40,DIAMOND,IV,90,78,FALSE,FALSE,TRUE
SWVOT5n1Rjd93pKUu7GxGikcAIGgDmo_ULMefBeloZ2XJqUh,VeriNewb,RANKED_SOLO_5x5,0602ab5e-cf2d-4369-a8e6-b321c87ec3a7,0,DIAMOND,IV,759,632,FALSE,FALSE,FALSE
whhJDcV-_GhKjHtcu3wtqT5IvoZK-8tE3d9JYjFf0pFdZ3US,sophmagoaf,RANKED_SOLO_5x5,f190218f-6119-4c4a-898a-10efef2bb22e,62,DIAMOND,IV,215,184,FALSE,FALSE,FALSE
GjXDtCB61Rnp5jzS7UJdJBWe2r1YcWBWW1WLNClUyj63IHSZ,Nha Newyen,RANKED_SOLO_5x5,d6f72eb5-8bc7-4917-838b-2afeed42f6d5,1,DIAMOND,IV,22,24,FALSE,FALSE,TRUE
odOcdxfT0wITtpdcwamffcYr-SuIO30Rr3H8K59Fa1J-60kM,SteamedBunX,RANKED_SOLO_5x5,11848d5f-768f-40ec-82cb-5c2f26667ba3,32,DIAMOND,IV,167,150,FALSE,FALSE,FALSE
42oqbnaRjnTlVJtru-Dl4pwGzVTDv8ogcM_aNsb8aKb4Hza8,jeremiah 985,RANKED_SOLO_5x5,e34bce2d-8e86-4492-a335-1a64cbc2487a,0,DIAMOND,IV,182,178,FALSE,FALSE,TRUE
ccUBi3FmeROGgvtgiZOK5msdU-V6eeW88FOxk37iuTEmpAB-,NA Irelia 01,RANKED_SOLO_5x5,c4659198-6df9-48fb-be74-fe1c1af7ddc8,45,DIAMOND,IV,25,17,FALSE,FALSE,FALSE
CjcbMmnZXWVV9KxMj23Nc9GsIUDnSqtohnZYx7zfpVM46u0S,Roguę,RANKED_SOLO_5x5,80109c15-5c65-41fd-b7e3-09dc9c3f9703,18,DIAMOND,IV,80,73,FALSE,FALSE,FALSE
EESaRSxtnJkNSvWsU0y50LdezPVTEXF4jyMOSNZQu6o0rj9U,ImFastAfBoy,RANKED_SOLO_5x5,4c1f6b50-18c2-4e82-957b-b7fd30b1b3db,75,DIAMOND,IV,63,53,FALSE,FALSE,FALSE
IfKeN_O4phtDeDEzcwuey1pLpPEziRtMgbg3b5s0HrJqCt67,CaitlynInMyAshe,RANKED_SOLO_5x5,ddfeee09-e19f-43b1-be9c-def11a448be5,12,DIAMOND,IV,144,128,FALSE,FALSE,FALSE
urbboo3O8La18yetgu8U-9YnXUBDC_PmLhcIY8DaSB-8C6yQ,Nirvanà,RANKED_SOLO_5x5,bb6f29d8-a1ae-49ab-8c66-8aaddd7aaac4,0,DIAMOND,IV,361,394,FALSE,FALSE,FALSE
cOu131sz6huWNIFS-DdkVp0YH-MzX8kNDSdpBrmuS6pe4Ou5,Yoshiiiiiiiiiiii,RANKED_SOLO_5x5,e104dc21-73d4-4873-b329-e761db030d70,0,DIAMOND,IV,80,60,FALSE,FALSE,FALSE
rlX8IJUVhmhWcxZPc_dZu3APNY_-r75F26GDdYutId2wpRDq,Happy ice man,RANKED_SOLO_5x5,b7934a9c-d95e-4175-86b2-d4a0a2e5e094,1,DIAMOND,IV,144,117,FALSE,FALSE,TRUE
YifRGTfgl4ngtlKqzlIVbVc-x0Io9S2V0qfV-fYGuXESYD6N,yanoljaMOTEL,RANKED_SOLO_5x5,17707804-b986-44e3-91ad-8f42951a38e5,47,DIAMOND,IV,243,223,FALSE,FALSE,FALSE
SJMFQJ9sac-09V_hsQceytfer-URXH4wj3IqAficKgolfoGB,ZhangTingBan,RANKED_SOLO_5x5,31bf4cb0-d778-4bc8-9b80-bf2ae8788bdd,1,DIAMOND,IV,276,276,FALSE,FALSE,FALSE
x6vg2uq172yF7HZY3b6292aUNucEj434u9V6VjRmLTmxJBwa,Gãþ Mákér,RANKED_SOLO_5x5,361307a7-7603-4c9f-8f48-5a9d0994e223,1,DIAMOND,IV,29,26,FALSE,FALSE,TRUE
wXGpDMbCBVEQ1iPFijXIz9m6_0cs8gvWkOst3ZN38uNveyKa,sorraka,RANKED_SOLO_5x5,cf99a291-bcc3-4224-ba53-11a72dd28f66,32,DIAMOND,IV,37,26,FALSE,FALSE,FALSE
K2j64HqW9Ae1F1xNmZ6HSGlLimCHfpdSQMEgzelnHWOTCAKB,Mushroom Rambo,RANKED_SOLO_5x5,15baf496-4e06-4c5b-9688-ee6d8191d626,1,DIAMOND,IV,88,76,FALSE,FALSE,FALSE
vBrYfjxI-dF_QLzo6JnZfJCIBs02iRWw2iJUqPOjVjCCWNRb,Nannanxka,RANKED_SOLO_5x5,94e11cec-d404-4136-84cd-29ef7144ab84,1,DIAMOND,IV,37,24,FALSE,FALSE,FALSE
FnD2a0aJWOcHPBV8w3cdqi6YvzogT9doIfSIMXCQ5VpZTnFO,canyon calling,RANKED_SOLO_5x5,17707804-b986-44e3-91ad-8f42951a38e5,50,DIAMOND,IV,190,192,FALSE,FALSE,FALSE
u2eibqNteKBYjWUv_-jJMVvJjB1r-eGIbfIm0sfJHZs7kpdb,nvrbackd,RANKED_SOLO_5x5,4a0e6652-dcfe-4f63-9c9d-7a89764e7f8e,71,DIAMOND,IV,72,57,FALSE,FALSE,FALSE
UiE71rsSLW4gk1zRywJzGVrNqzyyrIZ5g_7qlUPNDQtUw-bF,BurboBuggins,RANKED_SOLO_5x5,970149a5-3f75-4692-ad63-57c2f7324374,13,DIAMOND,IV,414,401,FALSE,FALSE,FALSE
Wcxw4k_Aaaw549M6x3dW2buLrorUk_6ugaawxdPN83bALH0d,GustoFranko,RANKED_SOLO_5x5,a66914d5-1fd5-496b-a883-b89f792e113d,75,DIAMOND,IV,451,455,FALSE,FALSE,FALSE
Np3begMhz4WDc93N22Ey1V1amNekMdKeMdWeiEguw3YZY8ud,Yordle1Tricc,RANKED_SOLO_5x5,519a9225-f8c4-4c6e-9398-f4d6711821c4,43,DIAMOND,IV,324,308,FALSE,FALSE,FALSE
AbMJ7Rei5_LIopONvUin9lI7lf1Cif6rF17JdsS_Ay7zJbeO,Dianbb,RANKED_SOLO_5x5,096125d6-561d-40ef-9641-a91283d821ab,45,DIAMOND,IV,53,32,FALSE,FALSE,FALSE
VniKKf_4s831TazpNDBGwwptKZcgcPiU8uG9Yv3can_hV4e-,Koreaxkimchigirl,RANKED_SOLO_5x5,e736326c-da42-4586-8b01-1dc13970172b,21,DIAMOND,IV,216,203,FALSE,FALSE,FALSE
YAty9h59chiLU1W5MNRA00S3thHeGLsy-NvxHcAalDtLUHlz,MrJoker ZZB,RANKED_SOLO_5x5,b4df15de-f0a7-4815-9d67-639581901281,31,DIAMOND,IV,404,347,FALSE,FALSE,FALSE
IlWBlxM19o5e5SqzK36vV1aYEy9m6npe9HruHvgkCQvGgsRi,Inferrnum,RANKED_SOLO_5x5,14c524a2-3f38-4643-940f-f2448cec56c3,0,DIAMOND,IV,152,148,FALSE,FALSE,FALSE
51MLquetfZMtj0vHs9PqElr_A_WSuyCBhZhF3AwvQ3U1Onok,FUAARRRRRRRKKKKK,RANKED_SOLO_5x5,84b59474-12fa-4c69-9dc5-6917a8c23d99,29,DIAMOND,IV,203,200,FALSE,FALSE,FALSE
